,Source,MaterialType,PlasticTypeSpecific,PlasticTypeGeneral,IncubationTime
3ceb9b5d08c082552d0fd03541d227c8,0.004755448789502601,0.0005647703802564082,0.0002092053393703262,0.0007824823447736751,0.0005710274437471895
72e797d13a05058323ab94f0371b5372,0.004748103816448893,0.0011545629952400315,0.0021162444343750574,0.006159214719038049,0.000522541012325511
01799d2cb2857858211024b8a8e2bc83,0.004712768551669234,0.005509535876175555,0.01766154973187917,0.006991971743031608,0.00015471807766424055
3702fb69d0bb02ae57152fb8c847fabe,0.004573848811833445,0.0005134502874322657,8.862739600585864e-05,0.0009421588350647569,0.0005080985169583014
bca87bde334459fcbcbf5707d2387eed,0.004325683235077661,0.0016432293953601972,0.0020299769102929445,0.005696782364412366,0.0001201416161848133
d4cf1b6dfa7301eeff78e8888f4f60bb,0.004012995287851893,0.0001518346479418106,0.00011973359002153625,0.00035030346715971775,0.00027855017177160304
af7c9a999705f88cce2ed62f7e3cf35f,0.0038852889663939447,0.004342839073758771,0.004455603721809852,0.004770312985442487,0.0003992872805139351
e790ba98c9dd67544e1e1edbae6a63d7,0.003614967003284149,0.00022463613567422628,0.00025954593840877996,0.0004562344811453993,0.0002362096705464879
e87d8efb98319d0684229b65bcf1b5c3,0.0033734329971805413,0.0065988063025230964,0.00886337146152457,0.01377459783016196,0.0011128491738523062
611cb0a95ae7aec697c553ead2213167,0.0031092294381355684,0.002650813338962105,0.0005874558599167573,0.005320762170861667,0.0005375798888752316
8f63ffcb87c7b1d9085c5694596d144b,0.003065840301911088,0.005948021549780001,0.005998046267003183,0.011253476420560595,0.00014125596690558285
5f5d33c5e55bf3621797bd2f9acca067,0.0026434435796839108,0.01760785435153053,0.020886158700251865,0.008447107541047676,0.003989540857821953
449c1d3a139c70e8185c1ccbde2555fd,0.0022568415269894307,0.002713601770580602,0.0026443262536883032,0.0010316983674019617,0.0034259305544740506
daa14906df498b84d7f714ea66db2d9e,0.0020128947402416634,0.0035811408924173484,0.0017857727339545965,0.001774122742718869,0.020738376711816654
cebcf7c5af5fe258cf141eb8b8efee72,0.0019883814991025657,0.004799276817929529,0.006514751669756018,0.01130755028482082,8.912807802285992e-05
8a125c48d09f7ff74e72dd49b3dc64eb,0.0019015431420923731,0.01391046160899361,0.0029996364774875577,0.010119263507296085,0.0016829511856697827
8fdb1d13eb2fada192a360d8245dc242,0.0017267578423946206,0.018511590134239163,0.016305973168000483,0.010372409236606026,0.0037883590185528652
f3052dace0eb87c3b684d70c9e1f4f06,0.001705780031401868,0.004855015826787631,0.0018510804628654185,0.028414516095046527,8.678795793135235e-05
d42fada37ed8edf7fa43e6e291c9fe1f,0.0010698429400114397,0.025212385327360937,0.021804842909612793,0.004260564159014443,0.00012051748061302618
92a353d809a3bc2273faeaf4530f5383,0.001069704106001071,0.004198533063907835,0.0049611982373579866,0.0020891751455227566,4.6113300492608244e-05
0d41e45c3af1388c3ffea1dafa926f66,0.0008538149763696128,0.01171676426772083,0.00941946261268835,0.001828264013590801,0.0007027304816838524
74b83f6e6d1fc1873e68bf2e40859138,0.0008488128623703976,0.005663409109009877,0.0031947085654903677,0.003254615250840198,0.00035282420445172536
fd6f8ebaeb2601156efa620b7d85f298,0.0007824685870945421,0.00936604365303035,0.0023041808852893525,0.0012692122950150517,2.5853589995787907e-05
606bfb6c64ac83bd281456a3af078e5d,0.0007818554555409013,0.000962424463394508,0.004376445865634772,0.0035594703569645715,0.028171081605493867
0f2f5307b148ef3d228bc8e69028e4d0,0.0007741977460378686,0.002676623461717616,0.0019614448210051707,0.0005433350616663773,0.0037366537942687393
53351c07f803d8dafe0934a19c9bc15f,0.0005599348264749696,0.0009008986009745811,0.0001645526371479428,0.0,0.0
9d4192cc72419e8c24834002919a72e3,0.00048460609623435,0.005321960082207037,0.006074938795666713,0.008928845495377334,7.837619180406381e-05
ff851a045e47fb19340cb5949f9cff6d,0.00047646565696639906,0.002083243841305524,0.0007276619671279911,0.0011735445771799617,0.004901290493142287
bad03d06c5c766a2007b224861859fd1,0.00037429364768124885,0.0,0.003042643708045284,0.000838179006283872,0.0
8b856eacca11a21e1fe43a9d91ee453b,0.0003734516176908952,0.0014152714965873178,0.007472080691168398,0.001368971338423914,0.0
8c0c3cca733a8fb583cdf0ebb359f483,0.00036547208734558317,0.007241413263016279,0.0024253936404027374,0.000998816355851291,0.0
15aeb6d5c2831534dd3f9c65fc742d19,0.0003438832044683552,0.007747344852653556,0.007083185292737206,0.0021104765077331633,0.0005745881752367211
3050d74515c578bf6403c227d5697ebf,0.0002848626813052022,0.0015626767849442691,0.0005171178558059093,0.0008885121226337531,0.0017643291800719257
b69d33c2ec8a2e579990470bd9ff683d,0.00022819752193237514,0.0017004984826619455,0.0008486434980292751,0.0017084436630637957,0.011253199703778452
a57e73f41e6bab02e2ef7825f300e3ef,0.00022736732034252266,0.0017421107181976635,0.0005879896064936796,0.0008423223026048295,0.0016069459161260422
c6a8e579d74253e575c11ab7d3bc37ad,0.0001917804783096014,0.0024045585387130557,0.0017963774073837479,0.0019365517755026214,0.0011386375771504896
a4be9fd2ca3e88412bad12475bda5c7d,0.00010778140060433024,0.0029967099009273307,0.0006602191014474153,0.004159321524104731,0.00012187724409632162
23084cb5838f7eb281dffc5bf82f537e,7.033449142354825e-05,0.0,0.00024912363580755766,0.00030371939120953887,0.0003632933332683906
928aefca33166d6264f7b8b40265b378,6.55176554857457e-05,0.0035888967820549623,0.004343226535106741,0.00020998609110327174,0.00010469623533666144
83104832b8e0aafccea5d43373218eb2,3.767925003521521e-05,0.0011359377113409558,0.0004074781955552527,0.00017406782929124155,3.1094698629281065e-05
aeeaacfc6040019279e5ce934d32ad34,1.3668454791090536e-05,7.440370229732297e-05,0.00026154890809988463,0.0,0.00016565544151207892
e9054afa88438eed6c5ef66c25c48cb7,0.0,0.0,0.0,0.0,0.0
35604898e3ea030fa3c35c0c3298e0cf,0.0,0.00019596026351647176,0.00021634017191922512,0.0005820609214615732,0.0
0f69f833254d7bf1ff34b5df5b8a003b,0.0,0.0,0.0,0.0,0.0
017c6ea10f481511994b78f44b4236b0,0.0,0.0017843318881969835,0.0018146608815438527,0.0010413493972802057,0.0011032023584740345
c6bc8fc16332195dd99f03d9fb112285,0.0,0.0,0.0,0.0,0.0
7dd9ad8e8290d98f1244ce251ad86604,0.0,0.0,0.0,0.0,0.0
093902a03875f9e78b1777ae1578fbe3,0.0,0.0,0.0,0.0,0.0
f5730a7a4fb2b19d8c6e4a33773209aa,0.0,0.0,0.0,0.0,0.0
8667ba00869d7abae46f4053c1b08f7f,0.0,0.0001552545255551257,0.0001703942694345164,0.0,0.0
Score,0.9166666666666666,0.0,0.16666666666666666,0.5833333333333334,-0.5213316736800737
OOB_score,0.9130434782608695,0.10869565217391304,0.13043478260869565,0.5869565217391305,-0.1308459338691943
