,Latitude,Longitude,Source,MaterialType,PlasticTypeSpecific,PlasticTypeGeneral
236a631eec12b3ce52122e2fb9fab919,0.0005377120892297177,0.0007097598428405711,0.00632209865193268,0.0030808360445323943,0.003323953973562139,0.0038952665600380867
7dd273cfe05a5c5e224f299f760201cf,0.0005087597049739706,0.0004115636467751911,0.004633024838931384,0.003016577314499353,0.0025349022298456845,0.004711732601306842
1e20d5ebb5a4a15327d9c5f79c9538c8,0.000482664449911614,4.687921906043996e-05,0.002119628565605722,0.007311051029880217,0.002797625077289061,0.0
98bcc47d231b98ff45d7443d977baf53,0.00041920504076645995,0.0039079392867524005,0.008335958129451905,0.004515178196266051,0.02929302768754989,0.013160282105259791
2b7394e5ad174cb4b2f2295700372375,0.00041673147800075556,0.0,0.0009458064121037554,0.0,0.0005386909793062359,0.0
daac6d5c8c307cd88b364be83e7d95db,0.0004019405137004027,0.0003830827936299473,0.0011989590357329623,0.0016231055039615185,0.0013074079289588838,0.0029319721380993025
e27159084c47a3445fa3d5ee4abe8ee2,0.0003999545109762945,0.0,0.0011244165362635761,0.002412039681082563,0.0005192321614420221,0.0037644862822046156
9abff08f64e18947d75602fd35b010f5,0.00039002038013025034,0.0021098722490347542,0.001203914358231348,0.0016626286048796125,0.0008751100782983897,0.0034955183595520595
c7502fc74fde2c988ef8e46cbc8f9205,0.0003825341186623037,0.0012896592205294268,0.0037741497004061685,0.0027759488437663427,0.0025775183116494363,0.009792845230925697
f01a72a5ca70e6cc42684644bfdace21,0.0003540843433187595,6.555659698538298e-05,0.00969848643611754,0.0061877916127384145,0.004322881195300582,0.00740940760244471
9ba6a6f40ba6aed88d04f0ddcc4c7120,0.0003449299614595763,0.0011415958269544195,0.001306860026875636,0.003344419839268913,0.003483243995473027,0.0032630218977413414
3d7d8679ee2cce9e379f73e22f5c47b9,0.0003354138918266517,0.00010019333544875259,0.00017142865429955797,0.0007626452487178807,0.002004293008799267,0.0005109419063984095
0b4a7018eeb2738a1c08dccb3ade7d0d,0.0003342814267275752,0.0002545710032964018,0.000735466665961733,0.002470787087012896,0.00210882395330743,0.00025321857015799974
44ff884e9cb7a4b2fc6b3cc47b6c9965,0.00030669060555251545,6.550129263146914e-05,0.00535413345240753,0.007917075707295327,0.011964882808428317,0.006512771965850723
7a0dc995f9e823653bb6ea05d299ab64,0.00030023504361397353,0.0001399869154459765,0.0011268805068147265,0.006139824641538563,0.0013269859302442579,0.001310800973222635
0fb5bb62e926fc2e2f98ad2648538fee,0.000292014277180678,0.0006878564704914971,0.0038097931834406296,0.003961053346197699,0.008274555884165829,0.002684997603993229
e20850d50988906c1d684fd8d4674327,0.00029018311811926086,0.0033644157762364496,0.0032726992569104695,0.0030790911508341732,0.005145676167777453,0.004106307444625525
dd8657f40746f75e46726006af4234a8,0.0002873830217546893,0.00013403350062002792,0.0046517780960716685,0.002837452960399059,0.0023920477369871952,0.0030452595419665743
dcc55e26ffe888b19d5848cbf87966cb,0.0002752245628983698,0.0006682215399752262,0.0026034776045610586,0.0007768008000237211,0.0031649365723435937,0.0023447796629867818
5447c89086d2fb3cfe5f043914f762aa,0.0002696329414784978,0.00035457359782628214,0.001368286258687582,0.0021203532471072073,0.0008779538550983549,0.0009822668686629119
bc7ad4a113314b4b1e9be25b0629ed80,0.0002585896087400778,0.0,0.0008038383989850676,0.0,0.0006180376890265434,0.0
f558bc20cf8bb3a72a71c1eeb08ad8b3,0.00022541435173791655,0.0009055051890634488,0.002867917389338994,0.0032327372530975454,0.011795766826218409,0.0035294320463234614
ee659a445e279494ee0e8a3907b6b373,0.00021282940827758236,0.0,0.003701374549365016,0.0030081335238641895,0.00486717396752893,0.0
0948462bbff75240cee6cb283876d29c,0.00020520547691771926,9.32318490282308e-05,0.0005866548350257775,0.001488502909774073,0.0020133540704884278,0.00059156079590335
b055956964f80923291c9aa4aa65b496,0.00020413910849309642,0.0002605872049552387,0.010857080489106446,0.013184366441659233,0.005850491328250579,0.010376317812579132
d338d939649dd5f1d51f5bb211c5b4c2,0.0001861157698122697,0.0,0.0015616442160859584,0.0,0.0008273038539387955,6.176487871836097e-05
364cd7f030cbedcdb7a00d064c611541,0.00018261982197080874,0.00017390673652667324,0.0002723712121965795,0.000148110115852231,0.00032341644361962095,0.0003828526181624555
6d0ceec23a2a63e084301e9809307f79,0.0001825186701801297,9.627148480781179e-05,0.000312849521185791,0.0005175400251434311,0.0023015571966001195,0.0008742045458139149
5f64a5a4101ca5158c0982eafddb6789,0.00017306842434643087,0.0002966614915668631,0.00020421750931497965,0.0011716195518592354,0.0005076896302010138,0.0
f27c0df80dc690e3a969f317fa9a4e35,0.00013565932217431657,0.0004885171810713286,0.0010672444542457749,0.0017017878976417749,0.0017226125029422325,0.00037737481459176013
882838073a5fa46b431a73021fc2b1a7,0.0001326689765030607,7.643271782271766e-05,0.0018255962042330104,0.0010691168642319754,0.0007752487833652899,6.470240893226069e-05
0e3ee9875a9a0f7e30dd29520ddff2d9,0.0001318099302633838,0.0007279695656368582,0.0019904622292122444,0.0013042591456482555,0.00039710160862361425,0.0009777697585470304
feccebbbfae50deecc448fd126e180dd,0.0001297863365332311,3.884652652108075e-05,0.0,0.00020923791204146186,0.00048610248995131295,0.00020866492773191005
1b2416c8775dc70699adf68d75fa161f,0.000116053832576195,0.00016240372778171397,5.1014394859862767e-05,0.0,0.0007236846422395376,9.188435842751787e-05
58133ab3eb18d1ef2329e1e0d137957b,0.00011236116779542849,3.5995626334825554e-05,0.0012052154167220858,0.004313992832236125,0.0019345447364144818,0.00021798794504673493
b6c825910ebeec1dca181986d9f3673a,0.00011005699635291093,3.4591541006396286e-05,0.00028467715712478063,0.0007417766236648925,0.0007002022191920226,0.00010659596705546379
19852be7e259bcb87dfae90e46fec7a2,0.00010510409384639244,0.0005657312182716287,0.0002801962781291047,0.0008249470663441719,0.0021055858195988546,0.0018634482627221248
3e548afe75b7e5ca2e0ae05c8cee6e0f,0.00010041890990200579,1.801436262207332e-05,0.0003783824307750108,0.0014922316443013995,0.0002384799222802433,0.0001359936716590514
08378a90701b874b94d57e438a98c580,0.00010030126973505329,0.00015787972106890073,0.0009197770794469873,0.0035653116546533027,0.00871863832077942,0.0012307457526837086
eca8b499169b08f01f44182abbb74110,9.739562064852838e-05,0.0,0.000890535202241807,0.0025375554911360315,0.0026479832072982823,0.0003457620504995508
1e997fdc7395facfce05dc851dce27c8,5.865429076704012e-05,5.49087554569163e-05,0.0,0.0,1.390554617343221e-05,5.632980346550239e-05
7a996c3c5123dc46dd426b1a34ba7f37,5.532602006499427e-05,0.00016546118366019718,0.0011293117059837624,0.00039465007475212194,0.00029289093689035785,0.0012834125897487002
57ce42b050121baf2de8d097dccd4d57,5.4546864804621655e-05,3.651273795671772e-05,0.00024264157420928582,0.0012249279857958848,0.0004109856912877358,0.0
e0d6a11f0c763e42b6bfe52d43f49fd3,4.694425433424973e-05,0.0003810524358324084,0.0009755619987391937,0.0014643367968981452,0.0018309502231903675,0.007578052211054052
9dc03fb79baa32e610c088586793edb5,4.589994294800033e-05,6.273290963365797e-05,0.0007849710801841786,0.001992388511951255,0.0010918632443014502,0.0012511539573156572
4a7e79bd334dd834a855010e0bac07eb,3.0024196989849535e-05,3.0187740819426265e-05,0.002747360803015669,0.00039794012903627884,0.0003002715548221939,0.0012595183530983809
d2eda8eafb3d6774ab7d703bb5fdc023,2.9497578005309016e-05,2.3120067530019502e-05,0.0008763747445671182,0.0016095777466115934,0.002403064728461127,0.0016628485394277813
1c6313722e5a47b87cd83f098e24ec53,2.8513839192324165e-05,7.991973459125488e-05,0.000883576529616079,0.0024338979354684293,0.005476418571053601,0.0016670472122836775
2572f36826bd930b6d267c8ed4f23219,2.496445054525401e-05,0.0,0.0,0.0,0.0011668499441902604,0.0004404188320255648
d02b31d9d27e4151908296543743bcbd,2.46992313968619e-05,0.0002796473295530956,0.0021830954116271333,0.0006114267750713542,0.0003755278291288256,0.0010779792453847268
494db538559fffe9f1233e228cf3b4e0,2.0901138608334898e-05,0.00010300282490386937,0.0009644052264355697,0.00069523205968063,0.00021470989781079792,0.0017282122334770413
4c5ec389dceebfbdb4be40507579b9a6,1.797305095982614e-05,0.002374584329119204,0.0005634378035903319,0.0010672402254443835,0.0006971078824041891,0.0007942696728197245
7fd3b109a45f58953b41d4728eb1ff52,1.6953560932201202e-05,0.00019299666740464302,0.002546746474204545,0.0011816919288028048,0.002184697029990653,0.001871130287440092
c37f1c696fcfbd0dcda9b1937210d90a,5.749750794945116e-06,0.0,0.00013603781422257276,0.0008309992099173298,0.0003198462853657323,0.0
afee6a2280347eeb42dd3bb967ee73e2,0.0,3.248846421938141e-06,1.6455656556798895e-05,0.00011146497799393485,2.163446177855054e-05,0.00012771850030984653
5aa62df695e9e60ba44f29a79fb567ba,0.0,7.010867248138434e-05,0.00031506419330505923,0.0003213514683143881,0.0,0.0008843936299775733
08f197ea2fb81a50a61868aa4599c12f,0.0,0.0,0.0,0.0021814233559851862,0.0012451990349788807,0.0
c2a9e11f55caf028bdbb898994215945,0.0,0.0,0.0,0.0,0.0,0.0
dd912cb2cc6d0271e45420e3b37744e0,0.0,0.0,0.0,0.0,0.00022556121566568214,0.0
dfed5b124157cddef028b425984f3a59,0.0,3.8161435881028926e-05,0.0006477446826899714,0.0005189715877095114,0.0004389888115294463,0.0006589830002414859
d48eb1b6461a9e52ea83cc833a39dfad,0.0,5.004735385683979e-05,0.0,0.0,0.0005061241260571247,0.0017291337003606077
ca2214b1caa070096d884e6af32bb032,0.0,0.001008210738392928,0.0010268477066931992,0.0016732723644794572,0.00041253784343087043,0.001454621905298321
7729f697494a319d20a3b16ac1a67059,0.0,0.0,0.0,0.0,0.0,0.0
a39ac1b7834f0ee2c2b3d871987edd51,0.0,0.0,0.0,0.0,0.0,0.0
74d9ae9611fc75a49765cf28622fb8de,0.0,0.0,0.0,0.0,0.0,0.0
b501441540fff3793ac110b0a35269ef,0.0,0.0,0.0,0.0,0.0,0.0
7505cd91d73ef5ce861455196e5b1f34,0.0,0.0,0.0,0.0,0.0,0.0
cb0eb1a7af1cef489b34e30bc22f017a,0.0,0.0,0.0,0.0,0.0,0.0
ed0eba69484f19d9b63e916ffd3c0cca,0.0,0.0,8.559990115477347e-05,6.646265782997275e-05,2.7066430519676276e-05,0.00015843181466444826
07bb2c5108c52308e09f9e73ea2973cf,0.0,0.0005966427678640849,0.004452777638552159,0.0004388199485997677,0.00016241621389786952,0.0012126792187779106
84f00dfff00e4df12588a6a630156bdb,0.0,0.0,0.00017415455180268746,0.0,0.0001445717949230871,0.0
06183adb085d27d2aff985f5ace8cb72,0.0,0.0,0.0,0.0,0.0,0.0
cc1834a21594679bb645aab9282b3d33,0.0,0.0,0.0,0.0019611241237507955,0.0008782528975785173,0.0
6c13e71cc07471b8eeca824e4ae12d8e,0.0,0.0,9.397573878759296e-05,0.0,0.0004744919482926193,0.0
71d67172c9954e8967e73db5b0669dee,0.0,0.0,0.0,0.0,0.0,0.0
fbcdebd4547edc0b026069e2fd699557,0.0,0.0,0.0,0.002125379187227641,0.0009848313614040283,0.0
85f3c4a66caf2213c5f24176d1394285,0.0,0.0,0.0,0.0,0.0,0.0
3441262219a063bf5f4558766c3f3d26,0.0,0.0,0.0,0.0,0.0,0.0
d5a4acceaf2fe7c373b1c5b058b121fa,0.0,0.0,0.0,0.0,0.0,0.0
3ade6a4cef93f545383ffc9e2e60ee41,0.0,0.0,0.0,0.0,0.0,0.0
bff4ebb1c4711b61b3a608151a17c3fe,0.0,4.95780259526141e-07,0.0003164385407144659,0.00039347846090038774,0.0004613700737671154,0.0005332879983266217
0cfd8f95e9531e4207939fdc7ab625a0,0.0,2.8612683867074805e-05,0.0,0.0,0.0019799072136884297,0.0
c1db337a0b97ace940b34c5c6096b26a,0.0,6.760328126225864e-05,0.0,6.565551030970359e-05,2.539979939151924e-05,4.384429132619192e-05
885479a510d9a628c0618cf12a398407,0.0,0.00013417092641477416,0.0,0.002789102939902092,0.0,0.0021841786035672155
aedda3ac307e63f33a5a5821dbe22e17,0.0,0.0,0.0,0.0,0.0002012133794209281,0.0
