,Latitude,Longitude,Environment,LabOrField,IncubationOrCollection,Source,MaterialType,PlasticTypeSpecific,PlasticTypeGeneral,IncubationGeneral,Season
8c603fa6bf02340f9d08a72b5f78267b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3f04bd2a359b976892faa13fcb4de619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
096b970b101269b500095e5da009452d,0.0,0.0007514380099315384,0.0024026277148862397,0.023588857268949177,0.004446165814326125,0.01453766098843918,0.0007639620606438792,0.007496785785738777,0.006757022877142584,0.0,0.0023230715884612644
a32f13bf9b8e245fc88044e769dae7e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8ceae18ee0348d694b1a6f77def3b22e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4239f5bd46286f0d301953c03dd197d9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b6c79b2553a9c64c38cef0fc71a45b21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2cf50ffeeef450b2659e7cb419352088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398ab39049b3efb8ea799a11d4050d55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29a697b48150eb2fc87b7f0a2ecc698e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1085cf7b0c6ec7c6e09832dd30c4dd8c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
762b7503718155540ed3a3ff55ef2a07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e9daa1c7937019eaf94df752be13309e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2b9608a3e6edd566185a0fd8c737a0f2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220b3c3df50e25e889e02814e5983619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b978450e75ae38f47e8e4fadc48bbd0b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d2e0475a8efc7731668a0b342b47ddba,0.0,0.0,9.087283536379805e-05,0.0004996348752850974,0.00022771533597147373,0.0,0.0,0.001419536792834497,0.0005144812621245543,0.00010051263996512624,0.0005615944711887532
b90a24ab1840fc08571e385a6e374c34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383931dc735f911d0ee79ff32e35e91a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0324f375a258e87a21ed3e7518c715a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4f747c3a54800821e8089c84e95f5a77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514a5fd813d74e01224701bb0d870c6a,0.0,0.0,0.0014747355297828025,0.0010441482888281068,0.0005235149306059976,0.00018975381685807768,0.00032823165888634507,0.0014118059265172131,0.0011409269486775497,0.0012909255256563516,0.010986847093052875
0b24438c0f0f0a38c1c89ba0df5d3c64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7fd9f454c35cd40b973a38ddf711add3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d1c795410bde625c46aeb19c1ad76b6d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bcdff3e19d62d98535f6f151dfbeda1f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9460438a9aa2c4649b0b76a3c5688025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f50fed332de0c6f2b53004abfbafbd32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511b7e6466cb6e3fcb0f3b1b802f681e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9544508d27ca5a88a300c150a28d9a22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150ba6ca36e16bf9fd4b11a39de8bc0e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fc6622c636a5210293fb2873fc4761d9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b449f5066387be07ee577a95585d45ca,0.0,0.002976084780536409,0.006835398426012978,0.002224438561163028,0.0035500235214547928,0.0014869877574061362,0.004353168974220689,0.003241809945656345,0.004289131488092588,1.2430782737975784e-05,0.012974443610353388
d146f623d335c49d8e453501afc85503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1235baa5424a099576d8f09d0e5d0247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82e27bd18a57dc2312bb0be288c591a6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ca458a7d47ebe66728f3863f8d0e70bc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d5efaef1c67fe453cfa5d6d2f8a68042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70154c5195f47b59d183ea946c55b082,0.0,0.0,0.0006695757736401364,0.004413814259342433,0.008588065624118232,0.0014838642975151001,0.0038102637629248482,0.0042385151066388965,0.0022611257961983973,0.0,0.0024399940057574323
8f6a19f65471a9728e9baa99715630fb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341a83008001444d957c8c7aba5967a1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
885b769e573ae164daf500d315501d90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606dd77af9faf5ca6185ddedd2d7c15,0.0,0.0,0.0,0.0007981549410964252,0.00012627492884071046,0.0,0.00039996482847085105,0.00035522114284491306,0.0007352426986222602,0.0,0.0007935896417719402
b86aacc1c485e9da6b70cd59c40c730e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Score,-0.35575941520682686,-0.7008861213119295,0.6666666666666666,1.0,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.8333333333333334
OOB_score,-0.3311742418150123,-0.3270254884239765,0.2916666666666667,0.8333333333333334,0.875,0.75,0.4166666666666667,0.375,0.0,0.9166666666666666,0.7916666666666666
