,LabOrField,Source,MaterialType,PlasticTypeSpecific,PlasticTypeGeneral,DEPTH,IncubationTime,IncubationGeneral,Temperature
8b32cb94acfa0720bd600287b7eaef6b,6.906559201912768e-05,0.0005342450843689555,0.001317274042015081,0.0005678374870889159,0.00017246657714736449,0.0001301427432656632,0.0,1.2826094285718488e-06,0.0
d445ae7bbd7803a3110516b3f363a118,2.3136484282321513e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110b5e349203691b4231003c56f44050,1.7450915714142338e-05,0.001066484767362934,0.0,0.00012417272623704416,0.0020275970539511763,0.0,0.0,1.3966991239110932e-05,0.0
352134c441be78ed02b0c46914efbee4,0.0,0.0023715601820860858,0.0,0.0037694246184210396,0.0022336554018067187,0.0,0.0,2.010293961516697e-06,0.0
dbf501c94b8c4299c413e30548303640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e416d0916760d2fc17b616e2ac3ad855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300763d703ddc07d5019a4880f30f9d2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9dca0e77ce0f7d027457c9a8eba1c415,0.0,0.00010096705500096729,0.0,0.0,0.0002844266281446381,0.0005877995999513292,0.005449591280653951,0.0006088771026715966,0.0005925166678702534
b54c80f1c09c6b7ff0fd5692cbfb6805,0.0,0.00012679819920896209,0.0,0.00021407521345107283,0.00029811060162029214,0.0002437806038176196,0.0,0.004853819234129435,0.0006384565104944444
90722a58387204d92de2be9d7daab6a2,0.0,0.0,0.0007944144679915924,0.0010889216234809657,0.00040304237361277797,0.0009664317146722052,0.0,0.0,0.000783446617858082
e7d599c495a4d1e403f27821634ba0a1,0.0,0.00013326699737788267,0.001670475649173617,0.003335963932396616,0.00211674868782956,0.0,0.0,6.940960761721551e-06,0.0
60028d2dbcfef8272a4d5b6baf0633b4,0.0,0.0004974667098946925,0.0003978946544446089,0.000536104987597334,0.0010344565551682872,0.00010905145934733484,0.0,0.0,0.0
ecfc97fe8cd5bfeda4ca9664613659ba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c29f48737810706386bdb4370bc7756d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2e2858610adc6f89731e6dc06ce65791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2d9a3610311ef9d7fef8f6f90d0be418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
808156ec471511160dffcc55e8c7c3d1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8df13636f5eb6bf9d19c24c9acf7c3b2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d359a15f60da1cf986d8bbceb6899f0d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aa29a3d2a81c767a9c8403664a058c8e,0.0,0.0035283889564180575,0.001450389753245089,0.0,0.0,0.0,0.0,0.0005054619733895926,0.0
39c790510b6a66a25894bef49def5dc2,0.0,0.0,0.0009199809527124413,0.0038943202723401814,0.00023444833009767633,0.0,0.0,0.005739774860238186,0.0007378747027732597
21727ccd141928cbe5fdb2455387024a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
885b769e573ae164daf500d315501d90,0.0,0.00011625998531788939,0.00010807545390253448,0.00018574744442834655,0.00027111782126276333,6.893477450974071e-05,0.0,0.0001236298724228116,0.0
c556975bac485d3e853ad35ea4cb4f4f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fbb28971630d9217315585ec7b2ee1c4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d338b742da6cc6a04cb97813aabc3674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bab2ca547ec979d9977cc0c3199e2735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ca8f1c260ac18a133685554fc1089155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e909275e83268fe54e558830b4cecd48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33d5b59b84249c30ecc17216fe3311e4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
df5d3a055e5f03a0b497945487e968f9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375e66a990c555672e98f6b0857c981e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7370f1c5c76b193c3a1d3bf7d116cd7f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113381e3893ed86fffe77e3fce5dd07f,0.0,0.0008086447011789356,0.0,0.0,0.0022023911009549876,0.0,0.0,0.0006179118435068296,0.0001473215800881061
642c2e7aca66aa156bc001dd6adf6499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8ceae18ee0348d694b1a6f77def3b22e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d065280abc30073ba8c3501eba41f1e9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ef3fe85739e28b349430e6e185a989d5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90c359420cc573582758884f51af9260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1c26c1910f4a5624d34e527f88a1d7ad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d525385fce4194f044a41ca81ad3c791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Score,1.0,0.5,0.5,0.16666666666666666,0.8333333333333334,-0.42296916439354476,0.0,0.8333333333333334,0.0
OOB_score,0.75,0.3333333333333333,0.2916666666666667,0.5,0.5416666666666666,-0.0608490480400814,-0.18197874157150973,0.8333333333333334,-0.21829028835337838
