#SampleID	Study	Latitude	Longitude	Environment	WaterOrSediment	LabOrField	IncubationOrCollection	Source	MaterialType	PlasticTypeSpecific	PlasticTypeGeneral	DEPTH	IncubationTime	IncubationGeneral	Temperature	Salinity	Light	Season	PrimerPair	DNAExtraction
DM2018s146	DussudMeistertzheim	42.4245	3.5678	marine	water	field	collection	plastic	unknown	plastic	unknown plastic	0	unknown	collection	18	35	ambient	unknown	515FY_926R	phenol_chloroform
DM2018s147	DussudMeistertzheim	42.4245	3.5678	marine	water	field	collection	plastic	unknown	plastic	unknown plastic	0	unknown	collection	18	35	ambient	unknown	515FY_926R	phenol_chloroform
DM2018s148	DussudMeistertzheim	42.4245	3.5678	marine	water	field	collection	plastic	unknown	plastic	unknown plastic	0	unknown	collection	18	35	ambient	unknown	515FY_926R	phenol_chloroform
DM2018s149	DussudMeistertzheim	42.4245	3.5678	marine	water	field	collection	plastic	unknown	plastic	unknown plastic	0	unknown	collection	18	35	ambient	unknown	515FY_926R	phenol_chloroform
DH2018s003	DussudHudec	42.4245	3.5678	marine	water	lab	incubation	water	water	water	planktonic	4	30	late	13	38.5	dark	winter	515FY_926R	phenol_chloroform
DH2018s008	DussudHudec	42.4245	3.5678	marine	water	lab	incubation	water	water	water	planktonic	4	45	late	13	38.5	dark	spring	515FY_926R	phenol_chloroform
DH2018s012	DussudHudec	42.4245	3.5678	marine	water	lab	incubation	water	water	water	planktonic	4	22	late	13	38.5	dark	winter	515FY_926R	phenol_chloroform
DH2018s017	DussudHudec	42.4245	3.5678	marine	water	lab	incubation	water	water	water	planktonic	4	7	early	13	38.5	dark	winter	515FY_926R	phenol_chloroform
EC2019s003	ErniCassola	39.491583	2.735833	marine	water	field	incubation	blank	blank	blank	blank	1.5	unknown	collection	16	35	ambient	spring	515FY_926R	powerbiofilm
EC2019s007	ErniCassola	39.491583	2.735833	marine	water	field	incubation	blank	blank	blank	blank	1.5	unknown	collection	16	35	ambient	spring	515FY_926R	powerbiofilm
EC2019s011	ErniCassola	39.491583	2.735833	marine	water	field	incubation	blank	blank	blank	blank	1.5	unknown	collection	16	35	ambient	spring	515FY_926R	powerbiofilm
EC2019s031	ErniCassola	39.491583	2.735833	marine	water	field	incubation	blank	blank	blank	blank	1.5	unknown	collection	16	35	ambient	spring	515FY_926R	powerbiofilm
EC2019s014	ErniCassola	39.491583	2.735833	marine	water	field	incubation	not_plastic	glass	not_plastic	biofilm	1.5	9	late	16	35	ambient	spring	515FY_926R	powerbiofilm
EC2019s017	ErniCassola	39.491583	2.735833	marine	water	field	incubation	not_plastic	glass	not_plastic	biofilm	1.5	9	late	16	35	ambient	spring	515FY_926R	powerbiofilm
EC2019s018	ErniCassola	39.491583	2.735833	marine	water	field	incubation	not_plastic	glass	not_plastic	biofilm	1.5	9	late	16	35	ambient	spring	515FY_926R	powerbiofilm
EC2019s019	ErniCassola	39.491583	2.735833	marine	water	field	incubation	not_plastic	glass	not_plastic	biofilm	1.5	9	late	16	35	ambient	spring	515FY_926R	powerbiofilm
EC2019s020	ErniCassola	39.491583	2.735833	marine	water	field	incubation	not_plastic	glass	not_plastic	biofilm	1.5	9	late	16	35	ambient	spring	515FY_926R	powerbiofilm
EC2019s022	ErniCassola	39.491583	2.735833	marine	water	field	incubation	not_plastic	glass	not_plastic	biofilm	1.5	2	early	16	35	ambient	spring	515FY_926R	powerbiofilm
EC2019s027	ErniCassola	39.491583	2.735833	marine	water	field	incubation	not_plastic	glass	not_plastic	biofilm	1.5	9	late	16	35	ambient	spring	515FY_926R	powerbiofilm
EC2019s028	ErniCassola	39.491583	2.735833	marine	water	field	incubation	not_plastic	glass	not_plastic	biofilm	1.5	2	early	16	35	ambient	spring	515FY_926R	powerbiofilm
EC2019s032	ErniCassola	39.491583	2.735833	marine	water	field	incubation	not_plastic	glass	not_plastic	biofilm	1.5	2	early	16	35	ambient	spring	515FY_926R	powerbiofilm
EC2019s035	ErniCassola	39.491583	2.735833	marine	water	field	incubation	not_plastic	glass	not_plastic	biofilm	1.5	2	early	16	35	ambient	spring	515FY_926R	powerbiofilm
EC2019s004	ErniCassola	39.491583	2.735833	marine	water	field	incubation	plastic	w_pe	pe	aliphatic	1.5	9	late	16	35	ambient	spring	515FY_926R	powerbiofilm
EC2019s008	ErniCassola	39.491583	2.735833	marine	water	field	incubation	plastic	pe	pe	aliphatic	1.5	9	late	16	35	ambient	spring	515FY_926R	powerbiofilm
EC2019s009	ErniCassola	39.491583	2.735833	marine	water	field	incubation	plastic	pe	pe	aliphatic	1.5	9	late	16	35	ambient	spring	515FY_926R	powerbiofilm
EC2019s010	ErniCassola	39.491583	2.735833	marine	water	field	incubation	plastic	w_pe	pe	aliphatic	1.5	2	early	16	35	ambient	spring	515FY_926R	powerbiofilm
EC2019s012	ErniCassola	39.491583	2.735833	marine	water	field	incubation	plastic	pe	pe	aliphatic	1.5	9	late	16	35	ambient	spring	515FY_926R	powerbiofilm
EC2019s013	ErniCassola	39.491583	2.735833	marine	water	field	incubation	plastic	pe	pe	aliphatic	1.5	9	late	16	35	ambient	spring	515FY_926R	powerbiofilm
EC2019s015	ErniCassola	39.491583	2.735833	marine	water	field	incubation	plastic	pe	pe	aliphatic	1.5	9	late	16	35	ambient	spring	515FY_926R	powerbiofilm
EC2019s016	ErniCassola	39.491583	2.735833	marine	water	field	incubation	plastic	w_pe	pe	aliphatic	1.5	9	late	16	35	ambient	spring	515FY_926R	powerbiofilm
EC2019s021	ErniCassola	39.491583	2.735833	marine	water	field	incubation	plastic	pe	pe	aliphatic	1.5	9	late	16	35	ambient	spring	515FY_926R	powerbiofilm
EC2019s023	ErniCassola	39.491583	2.735833	marine	water	field	incubation	plastic	pe	pe	aliphatic	1.5	9	late	16	35	ambient	spring	515FY_926R	powerbiofilm
EC2019s024	ErniCassola	39.491583	2.735833	marine	water	field	incubation	plastic	w_pe	pe	aliphatic	1.5	9	late	16	35	ambient	spring	515FY_926R	powerbiofilm
EC2019s025	ErniCassola	39.491583	2.735833	marine	water	field	incubation	plastic	w_pe	pe	aliphatic	1.5	2	early	16	35	ambient	spring	515FY_926R	powerbiofilm
EC2019s026	ErniCassola	39.491583	2.735833	marine	water	field	incubation	plastic	pe	pe	aliphatic	1.5	2	early	16	35	ambient	spring	515FY_926R	powerbiofilm
EC2019s029	ErniCassola	39.491583	2.735833	marine	water	field	incubation	plastic	pe	pe	aliphatic	1.5	2	early	16	35	ambient	spring	515FY_926R	powerbiofilm
EC2019s030	ErniCassola	39.491583	2.735833	marine	water	field	incubation	plastic	w_pe	pe	aliphatic	1.5	2	early	16	35	ambient	spring	515FY_926R	powerbiofilm
EC2019s033	ErniCassola	39.491583	2.735833	marine	water	field	incubation	plastic	w_pe	pe	aliphatic	1.5	2	early	16	35	ambient	spring	515FY_926R	powerbiofilm
EC2019s034	ErniCassola	39.491583	2.735833	marine	water	field	incubation	plastic	pe	pe	aliphatic	1.5	2	early	16	35	ambient	spring	515FY_926R	powerbiofilm
EC2019s036	ErniCassola	39.491583	2.735833	marine	water	field	incubation	plastic	pe	pe	aliphatic	1.5	2	early	16	35	ambient	spring	515FY_926R	powerbiofilm
EC2019s037	ErniCassola	39.491583	2.735833	marine	water	field	incubation	plastic	w_pe	pe	aliphatic	1.5	9	late	16	35	ambient	spring	515FY_926R	powerbiofilm
EC2019s038	ErniCassola	39.491583	2.735833	marine	water	field	incubation	plastic	w_pe	pe	aliphatic	1.5	2	early	16	35	ambient	spring	515FY_926R	powerbiofilm
EC2019s039	ErniCassola	39.491583	2.735833	marine	water	field	incubation	plastic	pe	pe	aliphatic	1.5	2	early	16	35	ambient	spring	515FY_926R	powerbiofilm
EC2019s041	ErniCassola	39.491583	2.735833	marine	water	field	incubation	plastic	pe	pe	aliphatic	1.5	2	early	16	35	ambient	spring	515FY_926R	powerbiofilm
EC2019s042	ErniCassola	39.491583	2.735833	marine	water	field	incubation	plastic	w_pe	pe	aliphatic	1.5	2	early	16	35	ambient	spring	515FY_926R	powerbiofilm
Po2018s001	Pollet	43.103983	5.980304	marine	water	field	incubation	plastic	pvc	pvc	other plastic	1	1	early	23.3	37.6	ambient	summer	515FY_926R	powerbiofilm
Po2018s002	Pollet	43.103983	5.980304	marine	water	field	incubation	plastic	pvc	pvc	other plastic	1	1	early	23.3	37.6	ambient	summer	515FY_926R	powerbiofilm
Po2018s003	Pollet	43.103983	5.980304	marine	water	field	incubation	plastic	pvc	pvc	other plastic	1	4	early	22.8	36.8	ambient	summer	515FY_926R	powerbiofilm
Po2018s004	Pollet	43.103983	5.980304	marine	water	field	incubation	plastic	pvc	pvc	other plastic	1	4	early	22.8	36.8	ambient	summer	515FY_926R	powerbiofilm
Po2018s005	Pollet	43.103983	5.980304	marine	water	field	incubation	plastic	pvc	pvc	other plastic	1	4	early	22.8	36.8	ambient	summer	515FY_926R	powerbiofilm
Po2018s006	Pollet	43.103983	5.980304	marine	water	field	incubation	plastic	pvc	pvc	other plastic	1	8	late	22.3	37.9	ambient	summer	515FY_926R	powerbiofilm
Po2018s007	Pollet	43.103983	5.980304	marine	water	field	incubation	plastic	pvc	pvc	other plastic	1	8	late	22.3	37.9	ambient	summer	515FY_926R	powerbiofilm
Po2018s008	Pollet	43.103983	5.980304	marine	water	field	incubation	plastic	pvc	pvc	other plastic	1	8	late	22.3	37.9	ambient	summer	515FY_926R	powerbiofilm
Po2018s009	Pollet	43.103983	5.980304	marine	water	field	incubation	plastic	pvc	pvc	other plastic	1	12	late	23.5	38.1	ambient	summer	515FY_926R	powerbiofilm
Po2018s010	Pollet	43.103983	5.980304	marine	water	field	incubation	plastic	pvc	pvc	other plastic	1	12	late	23.5	38.1	ambient	summer	515FY_926R	powerbiofilm
Po2018s011	Pollet	43.103983	5.980304	marine	water	field	incubation	plastic	pvc	pvc	other plastic	1	12	late	23.5	38.1	ambient	summer	515FY_926R	powerbiofilm
Po2018s012	Pollet	43.103983	5.980304	marine	water	field	incubation	plastic	pvc	pvc	other plastic	1	20	late	25.8	38.2	ambient	summer	515FY_926R	powerbiofilm
Po2018s013	Pollet	43.103983	5.980304	marine	water	field	incubation	plastic	pvc	pvc	other plastic	1	20	late	25.8	38.2	ambient	summer	515FY_926R	powerbiofilm
Po2018s014	Pollet	43.103983	5.980304	marine	water	field	incubation	plastic	pvc	pvc	other plastic	1	20	late	25.8	38.2	ambient	summer	515FY_926R	powerbiofilm
Po2018s015	Pollet	43.103983	5.980304	marine	water	field	incubation	plastic	pvc	pvc	other plastic	1	28	late	25.2	38.1	ambient	summer	515FY_926R	powerbiofilm
Po2018s016	Pollet	43.103983	5.980304	marine	water	field	incubation	plastic	pvc	pvc	other plastic	1	28	late	25.2	38.1	ambient	summer	515FY_926R	powerbiofilm
Po2018s017	Pollet	43.103983	5.980304	marine	water	field	incubation	plastic	pvc	pvc	other plastic	1	28	late	25.2	38.1	ambient	summer	515FY_926R	powerbiofilm
Po2018s018	Pollet	43.103983	5.980304	marine	water	field	incubation	plastic	pvc	pvc	other plastic	1	75	late	23.4	38.5	ambient	summer	515FY_926R	powerbiofilm
Po2018s019	Pollet	43.103983	5.980304	marine	water	field	incubation	plastic	pvc	pvc	other plastic	1	75	late	23.4	38.5	ambient	summer	515FY_926R	powerbiofilm
EC2019s001	ErniCassola	39.491583	2.735833	marine	water	field	incubation	water	water	water	planktonic	1.5	9	late	16	35	ambient	spring	515FY_926R	powerbiofilm
EC2019s002	ErniCassola	39.491583	2.735833	marine	water	field	incubation	water	water	water	planktonic	1.5	9	late	16	35	ambient	spring	515FY_926R	powerbiofilm
EC2019s005	ErniCassola	39.491583	2.735833	marine	water	field	incubation	water	water	water	planktonic	1.5	9	late	16	35	ambient	spring	515FY_926R	powerbiofilm
EC2019s006	ErniCassola	39.491583	2.735833	marine	water	field	incubation	water	water	water	planktonic	1.5	9	late	16	35	ambient	spring	515FY_926R	powerbiofilm
EC2019s040	ErniCassola	39.491583	2.735833	marine	water	field	incubation	water	water	water	planktonic	1.5	unknown	collection	16	35	ambient	spring	515FY_926R	powerbiofilm
Fr2018s001	Frere	48.378072	-4.489611	marine	water	field	collection	plastic	pe	pe	aliphatic	0	unknown	collection	12.8	34.7	ambient	winter	518F_926R	phenol_chloroform
Fr2018s002	Frere	48.378072	-4.489611	marine	water	field	collection	plastic	pe	pe	aliphatic	0	unknown	collection	12.8	34.7	ambient	winter	518F_926R	phenol_chloroform
Fr2018s003	Frere	48.378072	-4.489611	marine	water	field	collection	plastic	pe	pe	aliphatic	0	unknown	collection	12.8	34.7	ambient	winter	518F_926R	phenol_chloroform
Fr2018s004	Frere	48.378072	-4.489611	marine	water	field	collection	plastic	pe	pe	aliphatic	0	unknown	collection	12.8	34.7	ambient	winter	518F_926R	phenol_chloroform
Fr2018s005	Frere	48.378072	-4.489611	marine	water	field	collection	plastic	pe	pe	aliphatic	0	unknown	collection	12.8	34.7	ambient	winter	518F_926R	phenol_chloroform
Fr2018s006	Frere	48.378072	-4.489611	marine	water	field	collection	plastic	pe	pe	aliphatic	0	unknown	collection	12.8	34.7	ambient	winter	518F_926R	phenol_chloroform
Fr2018s007	Frere	48.378072	-4.489611	marine	water	field	collection	plastic	pe	pe	aliphatic	0	unknown	collection	12.8	34.7	ambient	winter	518F_926R	phenol_chloroform
Fr2018s008	Frere	48.378072	-4.489611	marine	water	field	collection	plastic	pe	pe	aliphatic	0	unknown	collection	12.8	34.7	ambient	winter	518F_926R	phenol_chloroform
Fr2018s009	Frere	48.378072	-4.489611	marine	water	field	collection	plastic	pe	pe	aliphatic	0	unknown	collection	12.8	34.7	ambient	winter	518F_926R	phenol_chloroform
Fr2018s010	Frere	48.378072	-4.489611	marine	water	field	collection	plastic	pe	pe	aliphatic	0	unknown	collection	12.8	34.7	ambient	winter	518F_926R	phenol_chloroform
Fr2018s011	Frere	48.378072	-4.489611	marine	water	field	collection	plastic	pe	pe	aliphatic	0	unknown	collection	12.8	34.7	ambient	winter	518F_926R	phenol_chloroform
Fr2018s020	Frere	48.378072	-4.489611	marine	water	field	collection	plastic	pe	pe	aliphatic	0	unknown	collection	12.8	34.7	ambient	winter	518F_926R	phenol_chloroform
Fr2018s021	Frere	48.378072	-4.489611	marine	water	field	collection	plastic	pe	pe	aliphatic	0	unknown	collection	12.8	34.7	ambient	winter	518F_926R	phenol_chloroform
Fr2018s022	Frere	48.378072	-4.489611	marine	water	field	collection	plastic	pe	pe	aliphatic	0	unknown	collection	12.8	34.7	ambient	winter	518F_926R	phenol_chloroform
Fr2018s026	Frere	48.342942	-4.501747	marine	water	field	collection	plastic	pe	pe	aliphatic	0	unknown	collection	12.8	34.7	ambient	winter	518F_926R	phenol_chloroform
Fr2018s027	Frere	48.342942	-4.501747	marine	water	field	collection	plastic	pe	pe	aliphatic	0	unknown	collection	12.8	34.7	ambient	winter	518F_926R	phenol_chloroform
Fr2018s043	Frere	48.378072	-4.489611	marine	water	field	collection	plastic	pe	pe	aliphatic	0	unknown	collection	14.8	35.3	ambient	autumn	518F_926R	phenol_chloroform
Fr2018s044	Frere	48.378072	-4.489611	marine	water	field	collection	plastic	pe	pe	aliphatic	0	unknown	collection	14.8	35.3	ambient	autumn	518F_926R	phenol_chloroform
Fr2018s045	Frere	48.378072	-4.489611	marine	water	field	collection	plastic	pe	pe	aliphatic	0	unknown	collection	14.8	35.3	ambient	autumn	518F_926R	phenol_chloroform
Fr2018s046	Frere	48.378072	-4.489611	marine	water	field	collection	plastic	pe	pe	aliphatic	0	unknown	collection	14.8	35.3	ambient	autumn	518F_926R	phenol_chloroform
Fr2018s047	Frere	48.378072	-4.489611	marine	water	field	collection	plastic	pe	pe	aliphatic	0	unknown	collection	14.8	35.3	ambient	autumn	518F_926R	phenol_chloroform
Fr2018s048	Frere	48.378072	-4.489611	marine	water	field	collection	plastic	pe	pe	aliphatic	0	unknown	collection	14.8	35.3	ambient	autumn	518F_926R	phenol_chloroform
Fr2018s049	Frere	48.378072	-4.489611	marine	water	field	collection	plastic	pe	pe	aliphatic	0	unknown	collection	14.8	35.3	ambient	autumn	518F_926R	phenol_chloroform
Fr2018s050	Frere	48.378072	-4.489611	marine	water	field	collection	plastic	pe	pe	aliphatic	0	unknown	collection	14.8	35.3	ambient	autumn	518F_926R	phenol_chloroform
Fr2018s051	Frere	48.378072	-4.489611	marine	water	field	collection	plastic	pe	pe	aliphatic	0	unknown	collection	14.8	35.3	ambient	autumn	518F_926R	phenol_chloroform
Fr2018s052	Frere	48.378072	-4.489611	marine	water	field	collection	plastic	pe	pe	aliphatic	0	unknown	collection	14.8	35.3	ambient	autumn	518F_926R	phenol_chloroform
Fr2018s065	Frere	48.342942	-4.501747	marine	water	field	collection	plastic	pe	pe	aliphatic	0	unknown	collection	14.8	35.3	ambient	autumn	518F_926R	phenol_chloroform
Fr2018s013	Frere	48.378072	-4.489611	marine	water	field	collection	plastic	pp	pp	aliphatic	0	unknown	collection	12.8	34.7	ambient	winter	518F_926R	phenol_chloroform
Fr2018s014	Frere	48.378072	-4.489611	marine	water	field	collection	plastic	pp	pp	aliphatic	0	unknown	collection	12.8	34.7	ambient	winter	518F_926R	phenol_chloroform
Fr2018s015	Frere	48.378072	-4.489611	marine	water	field	collection	plastic	pp	pp	aliphatic	0	unknown	collection	12.8	34.7	ambient	winter	518F_926R	phenol_chloroform
Fr2018s016	Frere	48.378072	-4.489611	marine	water	field	collection	plastic	pp	pp	aliphatic	0	unknown	collection	12.8	34.7	ambient	winter	518F_926R	phenol_chloroform
Fr2018s023	Frere	48.378072	-4.489611	marine	water	field	collection	plastic	pp	pp	aliphatic	0	unknown	collection	12.8	34.7	ambient	winter	518F_926R	phenol_chloroform
Fr2018s053	Frere	48.378072	-4.489611	marine	water	field	collection	plastic	pp	pp	aliphatic	0	unknown	collection	14.8	35.3	ambient	autumn	518F_926R	phenol_chloroform
Fr2018s054	Frere	48.378072	-4.489611	marine	water	field	collection	plastic	pp	pp	aliphatic	0	unknown	collection	14.8	35.3	ambient	autumn	518F_926R	phenol_chloroform
Fr2018s055	Frere	48.378072	-4.489611	marine	water	field	collection	plastic	pp	pp	aliphatic	0	unknown	collection	14.8	35.3	ambient	autumn	518F_926R	phenol_chloroform
Fr2018s056	Frere	48.378072	-4.489611	marine	water	field	collection	plastic	pp	pp	aliphatic	0	unknown	collection	14.8	35.3	ambient	autumn	518F_926R	phenol_chloroform
Fr2018s057	Frere	48.378072	-4.489611	marine	water	field	collection	plastic	pp	pp	aliphatic	0	unknown	collection	14.8	35.3	ambient	autumn	518F_926R	phenol_chloroform
Fr2018s017	Frere	48.378072	-4.489611	marine	water	field	collection	plastic	ps	ps	other plastic	0	unknown	collection	12.8	34.7	ambient	winter	518F_926R	phenol_chloroform
Fr2018s018	Frere	48.378072	-4.489611	marine	water	field	collection	plastic	ps	ps	other plastic	0	unknown	collection	12.8	34.7	ambient	winter	518F_926R	phenol_chloroform
Fr2018s019	Frere	48.378072	-4.489611	marine	water	field	collection	plastic	ps	ps	other plastic	0	unknown	collection	12.8	34.7	ambient	winter	518F_926R	phenol_chloroform
Fr2018s024	Frere	48.378072	-4.489611	marine	water	field	collection	plastic	ps	ps	other plastic	0	unknown	collection	12.8	34.7	ambient	winter	518F_926R	phenol_chloroform
Fr2018s025	Frere	48.378072	-4.489611	marine	water	field	collection	plastic	ps	ps	other plastic	0	unknown	collection	12.8	34.7	ambient	winter	518F_926R	phenol_chloroform
Fr2018s058	Frere	48.378072	-4.489611	marine	water	field	collection	plastic	ps	ps	other plastic	0	unknown	collection	14.8	35.3	ambient	autumn	518F_926R	phenol_chloroform
Fr2018s059	Frere	48.378072	-4.489611	marine	water	field	collection	plastic	ps	ps	other plastic	0	unknown	collection	14.8	35.3	ambient	autumn	518F_926R	phenol_chloroform
Fr2018s060	Frere	48.378072	-4.489611	marine	water	field	collection	plastic	ps	ps	other plastic	0	unknown	collection	14.8	35.3	ambient	autumn	518F_926R	phenol_chloroform
Fr2018s061	Frere	48.378072	-4.489611	marine	water	field	collection	plastic	ps	ps	other plastic	0	unknown	collection	14.8	35.3	ambient	autumn	518F_926R	phenol_chloroform
Fr2018s068	Frere	48.342942	-4.501747	marine	water	field	collection	plastic	ps	ps	other plastic	0	unknown	collection	14.8	35.3	ambient	autumn	518F_926R	phenol_chloroform
Fr2018s034	Frere	48.378072	-4.489611	marine	water	field	collection	water	water	water	planktonic	0	unknown	collection	12.8	34.7	ambient	winter	518F_926R	phenol_chloroform
Fr2018s035	Frere	48.378072	-4.489611	marine	water	field	collection	water	water	water	planktonic	0	unknown	collection	12.8	34.7	ambient	winter	518F_926R	phenol_chloroform
Fr2018s036	Frere	48.378072	-4.489611	marine	water	field	collection	water	water	water	planktonic	0	unknown	collection	12.8	34.7	ambient	winter	518F_926R	phenol_chloroform
Fr2018s037	Frere	48.342942	-4.501747	marine	water	field	collection	water	water	water	planktonic	0	unknown	collection	12.8	34.7	ambient	winter	518F_926R	phenol_chloroform
Fr2018s038	Frere	48.342942	-4.501747	marine	water	field	collection	water	water	water	planktonic	0	unknown	collection	12.8	34.7	ambient	winter	518F_926R	phenol_chloroform
Fr2018s039	Frere	48.342942	-4.501747	marine	water	field	collection	water	water	water	planktonic	0	unknown	collection	12.8	34.7	ambient	winter	518F_926R	phenol_chloroform
Fr2018s070	Frere	48.378072	-4.489611	marine	water	field	collection	water	water	water	planktonic	0	unknown	collection	14.8	35.3	ambient	autumn	518F_926R	phenol_chloroform
Fr2018s071	Frere	48.378072	-4.489611	marine	water	field	collection	water	water	water	planktonic	0	unknown	collection	14.8	35.3	ambient	autumn	518F_926R	phenol_chloroform
Fr2018s072	Frere	48.378072	-4.489611	marine	water	field	collection	water	water	water	planktonic	0	unknown	collection	14.8	35.3	ambient	autumn	518F_926R	phenol_chloroform
Fr2018s076	Frere	48.342942	-4.501747	marine	water	field	collection	water	water	water	planktonic	0	unknown	collection	14.8	35.3	ambient	autumn	518F_926R	phenol_chloroform
Fr2018s077	Frere	48.342942	-4.501747	marine	water	field	collection	water	water	water	planktonic	0	unknown	collection	14.8	35.3	ambient	autumn	518F_926R	phenol_chloroform
Fr2018s078	Frere	48.342942	-4.501747	marine	water	field	collection	water	water	water	planktonic	0	unknown	collection	14.8	35.3	ambient	autumn	518F_926R	phenol_chloroform
Og2018s013	Ogonowski	59.383928	18.180603	marine	water	lab	incubation	not_plastic	glass	not_plastic	biofilm	0	14	late	22	35	16:08	summer	534F_783R	chelex
Og2018s014	Ogonowski	59.383928	18.180603	marine	water	lab	incubation	not_plastic	glass	not_plastic	biofilm	0	14	late	22	35	16:08	summer	534F_783R	chelex
Og2018s015	Ogonowski	59.383928	18.180603	marine	water	lab	incubation	not_plastic	glass	not_plastic	biofilm	0	14	late	22	35	16:08	summer	534F_783R	chelex
Og2018s016	Ogonowski	59.383928	18.180603	marine	water	lab	incubation	organic	cellulose	organic	biofilm	0	14	late	22	35	16:08	summer	534F_783R	chelex
Og2018s017	Ogonowski	59.383928	18.180603	marine	water	lab	incubation	organic	cellulose	organic	biofilm	0	14	late	22	35	16:08	summer	534F_783R	chelex
Og2018s018	Ogonowski	59.383928	18.180603	marine	water	lab	incubation	organic	cellulose	organic	biofilm	0	14	late	22	35	16:08	summer	534F_783R	chelex
Og2018s010	Ogonowski	59.383928	18.180603	marine	water	lab	incubation	plastic	pe	pe	aliphatic	0	14	late	22	35	16:08	summer	534F_783R	chelex
Og2018s011	Ogonowski	59.383928	18.180603	marine	water	lab	incubation	plastic	pe	pe	aliphatic	0	14	late	22	35	16:08	summer	534F_783R	chelex
Og2018s012	Ogonowski	59.383928	18.180603	marine	water	lab	incubation	plastic	pe	pe	aliphatic	0	14	late	22	35	16:08	summer	534F_783R	chelex
Og2018s007	Ogonowski	59.383928	18.180603	marine	water	lab	incubation	plastic	pp	pp	aliphatic	0	14	late	22	35	16:08	summer	534F_783R	chelex
Og2018s008	Ogonowski	59.383928	18.180603	marine	water	lab	incubation	plastic	pp	pp	aliphatic	0	14	late	22	35	16:08	summer	534F_783R	chelex
Og2018s009	Ogonowski	59.383928	18.180603	marine	water	lab	incubation	plastic	pp	pp	aliphatic	0	14	late	22	35	16:08	summer	534F_783R	chelex
Og2018s002	Ogonowski	59.383928	18.180603	marine	water	lab	incubation	plastic	ps	ps	other plastic	0	14	late	22	35	16:08	summer	534F_783R	chelex
Og2018s003	Ogonowski	59.383928	18.180603	marine	water	lab	incubation	plastic	ps	ps	other plastic	0	14	late	22	35	16:08	summer	534F_783R	chelex
Og2018s004	Ogonowski	59.383928	18.180603	marine	water	lab	incubation	plastic	ps	ps	other plastic	0	14	late	22	35	16:08	summer	534F_783R	chelex
Og2018s005	Ogonowski	59.383928	18.180603	marine	water	lab	incubation	plastic	ps	ps	other plastic	0	14	late	22	35	16:08	summer	534F_783R	chelex
Og2018s006	Ogonowski	59.383928	18.180603	marine	water	lab	incubation	plastic	ps	ps	other plastic	0	14	late	22	35	16:08	summer	534F_783R	chelex
Og2018s001	Ogonowski	59.383928	18.180603	marine	water	lab	incubation	water	water	water	planktonic	0	14	late	22	35	16:08	summer	534F_783R	chelex
AZ2015s287	AmaralZettler	35.57623	-66.12893	marine	water	field	incubation	blank	blank	blank	blank	0	0	early	22.3	36.5	ambient	summer	967F_1064R	gentra_puregene
AZ2015s347	AmaralZettler	31.628	-41.415	marine	water	field	collection	blank	blank	blank	blank	0	unknown	collection	24.6	36.91	ambient	summer	967F_1064R	gentra_puregene
AZ2015s348	AmaralZettler	23.292	-65.083	marine	water	field	collection	blank	blank	blank	blank	0	unknown	collection	26	36.01	ambient	spring	967F_1064R	gentra_puregene
AZ2015s349	AmaralZettler	26.082	-64.197	marine	water	field	collection	blank	blank	blank	blank	0	unknown	collection	26	36.07	ambient	spring	967F_1064R	gentra_puregene
AZ2015s350	AmaralZettler	31.46	-53.697	marine	water	field	collection	blank	blank	blank	blank	0	unknown	collection	26.5	36.89	ambient	summer	967F_1064R	gentra_puregene
AZ2015s351	AmaralZettler	23.292	-65.083	marine	water	field	collection	blank	blank	blank	blank	0	unknown	collection	26	36.01	ambient	spring	967F_1064R	gentra_puregene
AZ2015s352	AmaralZettler	26.082	-64.197	marine	water	field	collection	blank	blank	blank	blank	0	unknown	collection	26	36.07	ambient	spring	967F_1064R	gentra_puregene
AZ2015s353	AmaralZettler	31.46	-53.697	marine	water	field	collection	blank	blank	blank	blank	3	unknown	collection	26.5	36.89	ambient	summer	967F_1064R	gentra_puregene
AZ2015s354	AmaralZettler	23.292	-65.083	marine	water	field	collection	blank	blank	blank	blank	3	unknown	collection	26	36.01	ambient	spring	967F_1064R	gentra_puregene
AZ2015s355	AmaralZettler	26.082	-64.197	marine	water	field	collection	blank	blank	blank	blank	3	unknown	collection	26	36.07	ambient	spring	967F_1064R	gentra_puregene
AZ2015s356	AmaralZettler	31.628	-41.415	marine	water	field	collection	blank	blank	blank	blank	0	unknown	collection	24.6	36.91	ambient	summer	967F_1064R	gentra_puregene
AZ2015s357	AmaralZettler	31.46	-53.697	marine	water	field	collection	blank	blank	blank	blank	0	unknown	collection	26.5	36.89	ambient	spring	967F_1064R	gentra_puregene
AZ2015s035	AmaralZettler	11.99833	-61.77167	marine	water	field	incubation	not_plastic	glass	not_plastic	biofilm	0.5	0	early	28.1	36.5	ambient	spring	967F_1064R	gentra_puregene
AZ2015s036	AmaralZettler	11.99833	-61.77167	marine	water	field	incubation	not_plastic	glass	not_plastic	biofilm	0.5	0	early	28.1	36.5	ambient	spring	967F_1064R	gentra_puregene
AZ2015s037	AmaralZettler	11.99833	-61.77167	marine	water	field	incubation	not_plastic	glass	not_plastic	biofilm	0.5	0	early	28.1	36.5	ambient	spring	967F_1064R	gentra_puregene
